headline,date,stock,Open,High,Low,Close,Volume,Company,sentiment
Analysts upgrade Nvidia citing improving fundamentals,2026-02-20,NVDA,396.1099853515625,400.1199951171875,395.1600036621094,397.2300109863281,34015200,Microsoft,0.0
Analysts upgrade Nvidia citing improving fundamentals,2026-02-20,NVDA,186.5599139825128,190.3197050755744,185.92994318264127,189.8097381591797,178422300,Nvidia,0.0
Analysts upgrade Nvidia citing improving fundamentals,2026-02-20,NVDA,408.2999877929688,414.7000122070313,405.5,411.8200073242188,57912200,Tesla,0.0
Nvidia CEO outlines growth strategy at investor conference,2026-02-20,NVDA,258.9700012207031,264.75,258.1600036621094,264.5799865722656,42070500,Apple,0.0
Nvidia CEO outlines growth strategy at investor conference,2026-02-20,NVDA,204.75999450683597,211.1699981689453,203.75,210.1100006103516,65881600,Amazon,0.0
Nvidia CEO outlines growth strategy at investor conference,2026-02-20,NVDA,304.1059184917761,316.2773425544253,303.68620054308417,314.7584228515625,53210800,Google,0.0
Nvidia CEO outlines growth strategy at investor conference,2026-02-20,NVDA,639.1428111159805,662.7825455010891,638.2336163631846,655.09912109375,14183500,Meta,0.0
Nvidia CEO outlines growth strategy at investor conference,2026-02-20,NVDA,396.1099853515625,400.1199951171875,395.1600036621094,397.2300109863281,34015200,Microsoft,0.0
Nvidia CEO outlines growth strategy at investor conference,2026-02-20,NVDA,186.5599139825128,190.3197050755744,185.92994318264127,189.8097381591797,178422300,Nvidia,0.0
Nvidia CEO outlines growth strategy at investor conference,2026-02-20,NVDA,408.2999877929688,414.7000122070313,405.5,411.8200073242188,57912200,Tesla,0.0
"Tesla reports strong quarterly earnings, beating analyst expectations",2026-02-20,TSLA,258.9700012207031,264.75,258.1600036621094,264.5799865722656,42070500,Apple,0.43333333333333335
"Tesla reports strong quarterly earnings, beating analyst expectations",2026-02-20,TSLA,204.75999450683597,211.1699981689453,203.75,210.1100006103516,65881600,Amazon,0.43333333333333335
"Tesla reports strong quarterly earnings, beating analyst expectations",2026-02-20,TSLA,304.1059184917761,316.2773425544253,303.68620054308417,314.7584228515625,53210800,Google,0.43333333333333335
"Tesla reports strong quarterly earnings, beating analyst expectations",2026-02-20,TSLA,639.1428111159805,662.7825455010891,638.2336163631846,655.09912109375,14183500,Meta,0.43333333333333335
"Tesla reports strong quarterly earnings, beating analyst expectations",2026-02-20,TSLA,396.1099853515625,400.1199951171875,395.1600036621094,397.2300109863281,34015200,Microsoft,0.43333333333333335
"Tesla reports strong quarterly earnings, beating analyst expectations",2026-02-20,TSLA,186.5599139825128,190.3197050755744,185.92994318264127,189.8097381591797,178422300,Nvidia,0.43333333333333335
"Tesla reports strong quarterly earnings, beating analyst expectations",2026-02-20,TSLA,408.2999877929688,414.7000122070313,405.5,411.8200073242188,57912200,Tesla,0.43333333333333335
Apple faces regulatory scrutiny over data privacy concerns,2026-02-23,AAPL,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,0.0
Apple faces regulatory scrutiny over data privacy concerns,2026-02-23,AAPL,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,0.0
Apple faces regulatory scrutiny over data privacy concerns,2026-02-23,AAPL,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,0.0
Apple faces regulatory scrutiny over data privacy concerns,2026-02-23,AAPL,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,0.0
Apple faces regulatory scrutiny over data privacy concerns,2026-02-23,AAPL,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,0.0
Apple faces regulatory scrutiny over data privacy concerns,2026-02-23,AAPL,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,0.0
Apple faces regulatory scrutiny over data privacy concerns,2026-02-23,AAPL,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,0.0
Institutional investors increase stake in Apple,2026-02-23,AAPL,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,0.0
Institutional investors increase stake in Apple,2026-02-23,AAPL,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,0.0
Institutional investors increase stake in Apple,2026-02-23,AAPL,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,0.0
Institutional investors increase stake in Apple,2026-02-23,AAPL,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,0.0
Institutional investors increase stake in Apple,2026-02-23,AAPL,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,0.0
Institutional investors increase stake in Apple,2026-02-23,AAPL,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,0.0
Institutional investors increase stake in Apple,2026-02-23,AAPL,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,0.0
Institutional investors increase stake in Amazon,2026-02-23,AMZN,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,0.0
Institutional investors increase stake in Amazon,2026-02-23,AMZN,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,0.0
Institutional investors increase stake in Amazon,2026-02-23,AMZN,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,0.0
Institutional investors increase stake in Amazon,2026-02-23,AMZN,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,0.0
Institutional investors increase stake in Amazon,2026-02-23,AMZN,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,0.0
Institutional investors increase stake in Amazon,2026-02-23,AMZN,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,0.0
Institutional investors increase stake in Amazon,2026-02-23,AMZN,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,0.0
Amazon stock under pressure after disappointing guidance,2026-02-23,AMZN,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,-0.6
Amazon stock under pressure after disappointing guidance,2026-02-23,AMZN,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,-0.6
Amazon stock under pressure after disappointing guidance,2026-02-23,AMZN,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,-0.6
Amazon stock under pressure after disappointing guidance,2026-02-23,AMZN,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,-0.6
Amazon stock under pressure after disappointing guidance,2026-02-23,AMZN,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,-0.6
Amazon stock under pressure after disappointing guidance,2026-02-23,AMZN,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,-0.6
Amazon stock under pressure after disappointing guidance,2026-02-23,AMZN,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,-0.6
Institutional investors increase stake in Google,2026-02-23,GOOGL,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,0.0
Institutional investors increase stake in Google,2026-02-23,GOOGL,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,0.0
Institutional investors increase stake in Google,2026-02-23,GOOGL,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,0.0
Institutional investors increase stake in Google,2026-02-23,GOOGL,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,0.0
Institutional investors increase stake in Google,2026-02-23,GOOGL,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,0.0
Institutional investors increase stake in Google,2026-02-23,GOOGL,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,0.0
Institutional investors increase stake in Google,2026-02-23,GOOGL,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,0.0
Google cuts workforce as part of restructuring plan,2026-02-23,GOOGL,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,0.0
Google cuts workforce as part of restructuring plan,2026-02-23,GOOGL,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,0.0
Google cuts workforce as part of restructuring plan,2026-02-23,GOOGL,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,0.0
Google cuts workforce as part of restructuring plan,2026-02-23,GOOGL,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,0.0
Google cuts workforce as part of restructuring plan,2026-02-23,GOOGL,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,0.0
Google cuts workforce as part of restructuring plan,2026-02-23,GOOGL,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,0.0
Google cuts workforce as part of restructuring plan,2026-02-23,GOOGL,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,0.0
Meta partners with major firm to accelerate AI development,2026-02-23,META,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,-0.06875
Meta partners with major firm to accelerate AI development,2026-02-23,META,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,-0.06875
Meta partners with major firm to accelerate AI development,2026-02-23,META,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,-0.06875
Meta partners with major firm to accelerate AI development,2026-02-23,META,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,-0.06875
Meta partners with major firm to accelerate AI development,2026-02-23,META,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,-0.06875
Meta partners with major firm to accelerate AI development,2026-02-23,META,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,-0.06875
Meta partners with major firm to accelerate AI development,2026-02-23,META,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,-0.06875
Microsoft raises full-year guidance after strong performance,2026-02-23,MSFT,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,0.43333333333333335
Microsoft raises full-year guidance after strong performance,2026-02-23,MSFT,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,0.43333333333333335
Microsoft raises full-year guidance after strong performance,2026-02-23,MSFT,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,0.43333333333333335
Microsoft raises full-year guidance after strong performance,2026-02-23,MSFT,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,0.43333333333333335
Microsoft raises full-year guidance after strong performance,2026-02-23,MSFT,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,0.43333333333333335
Microsoft raises full-year guidance after strong performance,2026-02-23,MSFT,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,0.43333333333333335
Microsoft raises full-year guidance after strong performance,2026-02-23,MSFT,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,0.43333333333333335
Nvidia stock under pressure after disappointing guidance,2026-02-23,NVDA,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,-0.6
Nvidia stock under pressure after disappointing guidance,2026-02-23,NVDA,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,-0.6
Nvidia stock under pressure after disappointing guidance,2026-02-23,NVDA,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,-0.6
Nvidia stock under pressure after disappointing guidance,2026-02-23,NVDA,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,-0.6
Nvidia stock under pressure after disappointing guidance,2026-02-23,NVDA,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,-0.6
Nvidia stock under pressure after disappointing guidance,2026-02-23,NVDA,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,-0.6
Nvidia stock under pressure after disappointing guidance,2026-02-23,NVDA,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,-0.6
Tesla raises full-year guidance after strong performance,2026-02-23,TSLA,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple,0.43333333333333335
Tesla raises full-year guidance after strong performance,2026-02-23,TSLA,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500,Amazon,0.43333333333333335
Tesla raises full-year guidance after strong performance,2026-02-23,TSLA,318.82555353627805,319.29522413676915,309.65201848441603,311.2708740234375,31423000,Google,0.43333333333333335
Tesla raises full-year guidance after strong performance,2026-02-23,TSLA,651.9817939677475,657.1374142434245,635.455964272141,636.7048950195312,8605900,Meta,0.43333333333333335
Tesla raises full-year guidance after strong performance,2026-02-23,TSLA,395.0,395.3599853515625,383.1000061035156,384.4700012207031,43238300,Microsoft,0.43333333333333335
Tesla raises full-year guidance after strong performance,2026-02-23,TSLA,191.3896412925324,193.93950641757905,189.56974766836524,191.5396423339844,171584800,Nvidia,0.43333333333333335
Tesla raises full-year guidance after strong performance,2026-02-23,TSLA,407.2900085449219,407.7000122070313,394.0400085449219,399.8299865722656,69680000,Tesla,0.43333333333333335
Apple beats revenue estimates for the third consecutive quarter,2026-02-24,AAPL,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.0
Apple beats revenue estimates for the third consecutive quarter,2026-02-24,AAPL,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.0
Apple beats revenue estimates for the third consecutive quarter,2026-02-24,AAPL,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.0
Apple beats revenue estimates for the third consecutive quarter,2026-02-24,AAPL,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.0
Apple beats revenue estimates for the third consecutive quarter,2026-02-24,AAPL,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.0
Apple beats revenue estimates for the third consecutive quarter,2026-02-24,AAPL,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.0
Apple beats revenue estimates for the third consecutive quarter,2026-02-24,AAPL,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.0
Apple raises full-year guidance after strong performance,2026-02-24,AAPL,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.43333333333333335
Apple raises full-year guidance after strong performance,2026-02-24,AAPL,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.43333333333333335
Apple raises full-year guidance after strong performance,2026-02-24,AAPL,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.43333333333333335
Apple raises full-year guidance after strong performance,2026-02-24,AAPL,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.43333333333333335
Apple raises full-year guidance after strong performance,2026-02-24,AAPL,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.43333333333333335
Apple raises full-year guidance after strong performance,2026-02-24,AAPL,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.43333333333333335
Apple raises full-year guidance after strong performance,2026-02-24,AAPL,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.43333333333333335
Institutional investors increase stake in Apple,2026-02-24,AAPL,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.0
Institutional investors increase stake in Apple,2026-02-24,AAPL,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.0
Institutional investors increase stake in Apple,2026-02-24,AAPL,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.0
Institutional investors increase stake in Apple,2026-02-24,AAPL,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.0
Institutional investors increase stake in Apple,2026-02-24,AAPL,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.0
Institutional investors increase stake in Apple,2026-02-24,AAPL,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.0
Institutional investors increase stake in Apple,2026-02-24,AAPL,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.0
Amazon expands into new markets with strategic acquisition,2026-02-24,AMZN,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.13636363636363635
Amazon expands into new markets with strategic acquisition,2026-02-24,AMZN,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.13636363636363635
Amazon expands into new markets with strategic acquisition,2026-02-24,AMZN,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.13636363636363635
Amazon expands into new markets with strategic acquisition,2026-02-24,AMZN,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.13636363636363635
Amazon expands into new markets with strategic acquisition,2026-02-24,AMZN,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.13636363636363635
Amazon expands into new markets with strategic acquisition,2026-02-24,AMZN,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.13636363636363635
Amazon expands into new markets with strategic acquisition,2026-02-24,AMZN,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.13636363636363635
Institutional investors increase stake in Amazon,2026-02-24,AMZN,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.0
Institutional investors increase stake in Amazon,2026-02-24,AMZN,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.0
Institutional investors increase stake in Amazon,2026-02-24,AMZN,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.0
Institutional investors increase stake in Amazon,2026-02-24,AMZN,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.0
Institutional investors increase stake in Amazon,2026-02-24,AMZN,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.0
Institutional investors increase stake in Amazon,2026-02-24,AMZN,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.0
Institutional investors increase stake in Amazon,2026-02-24,AMZN,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.0
Google launches new product line targeting enterprise customers,2026-02-24,GOOGL,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.13636363636363635
Google launches new product line targeting enterprise customers,2026-02-24,GOOGL,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.13636363636363635
Google launches new product line targeting enterprise customers,2026-02-24,GOOGL,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.13636363636363635
Google launches new product line targeting enterprise customers,2026-02-24,GOOGL,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.13636363636363635
Google launches new product line targeting enterprise customers,2026-02-24,GOOGL,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.13636363636363635
Google launches new product line targeting enterprise customers,2026-02-24,GOOGL,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.13636363636363635
Google launches new product line targeting enterprise customers,2026-02-24,GOOGL,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.13636363636363635
"Google reports strong quarterly earnings, beating analyst expectations",2026-02-24,GOOGL,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.43333333333333335
"Google reports strong quarterly earnings, beating analyst expectations",2026-02-24,GOOGL,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.43333333333333335
"Google reports strong quarterly earnings, beating analyst expectations",2026-02-24,GOOGL,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.43333333333333335
"Google reports strong quarterly earnings, beating analyst expectations",2026-02-24,GOOGL,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.43333333333333335
"Google reports strong quarterly earnings, beating analyst expectations",2026-02-24,GOOGL,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.43333333333333335
"Google reports strong quarterly earnings, beating analyst expectations",2026-02-24,GOOGL,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.43333333333333335
"Google reports strong quarterly earnings, beating analyst expectations",2026-02-24,GOOGL,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.43333333333333335
Analysts upgrade Google citing improving fundamentals,2026-02-24,GOOGL,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.0
Analysts upgrade Google citing improving fundamentals,2026-02-24,GOOGL,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.0
Analysts upgrade Google citing improving fundamentals,2026-02-24,GOOGL,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.0
Analysts upgrade Google citing improving fundamentals,2026-02-24,GOOGL,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.0
Analysts upgrade Google citing improving fundamentals,2026-02-24,GOOGL,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.0
Analysts upgrade Google citing improving fundamentals,2026-02-24,GOOGL,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.0
Analysts upgrade Google citing improving fundamentals,2026-02-24,GOOGL,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.0
Meta launches new product line targeting enterprise customers,2026-02-24,META,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.13636363636363635
Meta launches new product line targeting enterprise customers,2026-02-24,META,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.13636363636363635
Meta launches new product line targeting enterprise customers,2026-02-24,META,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.13636363636363635
Meta launches new product line targeting enterprise customers,2026-02-24,META,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.13636363636363635
Meta launches new product line targeting enterprise customers,2026-02-24,META,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.13636363636363635
Meta launches new product line targeting enterprise customers,2026-02-24,META,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.13636363636363635
Meta launches new product line targeting enterprise customers,2026-02-24,META,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.13636363636363635
Microsoft stock under pressure after disappointing guidance,2026-02-24,MSFT,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,-0.6
Microsoft stock under pressure after disappointing guidance,2026-02-24,MSFT,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,-0.6
Microsoft stock under pressure after disappointing guidance,2026-02-24,MSFT,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,-0.6
Microsoft stock under pressure after disappointing guidance,2026-02-24,MSFT,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,-0.6
Microsoft stock under pressure after disappointing guidance,2026-02-24,MSFT,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,-0.6
Microsoft stock under pressure after disappointing guidance,2026-02-24,MSFT,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,-0.6
Microsoft stock under pressure after disappointing guidance,2026-02-24,MSFT,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,-0.6
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.3
Microsoft announces share buyback program worth $5 billion,2026-02-24,MSFT,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.3
Nvidia expands into new markets with strategic acquisition,2026-02-24,NVDA,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.13636363636363635
Nvidia expands into new markets with strategic acquisition,2026-02-24,NVDA,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.13636363636363635
Nvidia expands into new markets with strategic acquisition,2026-02-24,NVDA,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.13636363636363635
Nvidia expands into new markets with strategic acquisition,2026-02-24,NVDA,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.13636363636363635
Nvidia expands into new markets with strategic acquisition,2026-02-24,NVDA,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.13636363636363635
Nvidia expands into new markets with strategic acquisition,2026-02-24,NVDA,191.47964208446243,193.75951747058733,187.3898518385612,192.83956909179688,175123600,Nvidia,0.13636363636363635
Nvidia expands into new markets with strategic acquisition,2026-02-24,NVDA,399.5,410.8200073242188,397.6400146484375,409.3800048828125,58579500,Tesla,0.13636363636363635
Nvidia cuts workforce as part of restructuring plan,2026-02-24,NVDA,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple,0.0
Nvidia cuts workforce as part of restructuring plan,2026-02-24,NVDA,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200,Amazon,0.0
Nvidia cuts workforce as part of restructuring plan,2026-02-24,NVDA,310.3015673465962,312.05033638585,305.71479964031533,310.6813049316406,25615600,Google,0.0
Nvidia cuts workforce as part of restructuring plan,2026-02-24,NVDA,632.5384628258726,640.5615620292823,628.4419334902003,638.7531127929688,10135600,Meta,0.0
Nvidia cuts workforce as part of restructuring plan,2026-02-24,NVDA,384.1400146484375,389.3599853515625,381.7099914550781,389.0,33884700,Microsoft,0.0
